*	NAME	s	MX	dMX	MY	dMY
$	%s	%le	%le	%le	%le	%le
BR3.DVT6L4-BR3.UES15L3	142.913	-0.012637641	0.11393674	-0.27771011	0.0445539
BR3.DVT6L4-BR3.UES16L3	152.73	-0.088743108	0.11767938	-5.6079236	0.043453887
BR3.DVT8L1-BR3.UES1L3	5.467	0.19144807	0.051565127	-2.8511923	0.019613927
BR3.DVT8L1-BR3.UES2L3	15.285	0.00028911367	0.04782275	-1.0858683	0.0092277602
BR3.DVT8L1-BR3.UES3L3	25.103	-0.22422018	0.032549789	3.4269399	0.022230526
BR3.DVT8L1-BR3.UES4L3	34.92	-0.011575823	0.036128739	0.10492438	0.017120873
BR3.DVT8L1-BR3.UES5L3	44.738	0.20938823	0.052040924	-3.2817045	0.016088387
BR3.DVT8L1-BR3.UES6L3	54.555	0.0034646881	0.050914178	0.87398715	0.01322784
BR3.DVT8L1-BR3.UES7L3	64.373	-0.21042777	0.031239057	2.9637112	0.024777823
BR3.DVT8L1-BR3.UES8L3	74.19	-0.098075744	0.024499443	3.039492	0.013681961
BR3.DVT8L1-BR3.UES9L3	84.008	0.14850693	0.046721778	0.56898286	0.013932188
BR3.DVT8L1-BR3.UES10L3	93.825	0.081133271	0.056595368	-3.0997983	0.
BR3.DVT8L1-BR3.UES11L3	103.643	-0.14926032	0.042256925	0.43812553	0.01821802
BR3.DVT8L1-BR3.UES12L3	113.46	-0.048541451	0.023010673	3.1321662	0.012188967
BR3.DVT8L1-BR3.UES13L3	123.278	0.15033353	0.046695969	-1.3904756	0.0084677306
BR3.DVT8L1-BR3.UES14L3	133.095	0.035545964	0.050009879	-2.4886751	0.011873749
BR3.DVT8L1-BR3.UES15L3	142.913	-0.2017229	0.031833148	2.2615868	0.009475656
BR3.DVT8L1-BR3.UES16L3	152.73	-0.018375483	0.020294824	1.9885395	0.007988899
BR3.DVT9L1-BR3.UES1L3	5.467	-0.14954383	0.045220617	1.6548254	0.012215254
BR3.DVT9L1-BR3.UES2L3	15.285	-0.025108771	0.048459991	-2.9332778	0.018726984
BR3.DVT9L1-BR3.UES3L3	25.103	0.10131346	0.024372635	-0.7366393	0.017370299
BR3.DVT9L1-BR3.UES4L3	34.92	0.021801968	0.032386926	3.3093896	0.022992591
BR3.DVT9L1-BR3.UES5L3	44.738	-0.096046937	0.057049555	-0.3990301	0.010430492
BR3.DVT9L1-BR3.UES6L3	54.555	-0.0036666109	0.053801716	-2.9777379	0.022237316
BR3.DVT9L1-BR3.UES7L3	64.373	0.11537804	0.031924059	1.389161	0.021127043
BR3.DVT9L1-BR3.UES8L3	74.19	-0.014981863	0.027175946	2.6877207	0.0099760267
BR3.DVT9L1-BR3.UES9L3	84.008	-0.17540272	0.042341589	3.2783642	0.011636494
BR3.DVT9L1-BR3.UES10L3	93.825	-0.035662318	0.054629836	0.13945499	0.012650425
BR3.DVT9L1-BR3.UES11L3	103.643	0.18875182	0.036632324	-3.328369	0.015726517
BR3.DVT9L1-BR3.UES12L3	113.46	0.026955486	0.029920697	0.85648869	0.012758266
BR3.DVT9L1-BR3.UES13L3	123.278	-0.17512799	0.048108623	3.0168996	0.016017657
BR3.DVT9L1-BR3.UES14L3	133.095	-0.013712871	0.039897847	-1.663894	0.021839614
BR3.DVT9L1-BR3.UES15L3	142.913	0.14333903	0.023602831	-2.4513242	0.011802097
BR3.DVT9L1-BR3.UES16L3	152.73	0.024535261	0.019941861	2.494782	0.010068572
BR3.DVT10L4-BR3.UES1L3	5.467	0.11214402	0.05082964	-1.4246136	0.0054527965
BR3.DVT10L4-BR3.UES2L3	15.285	0.055824815	0.048026695	5.1099596	0.027465898
BR3.DVT10L4-BR3.UES3L3	25.103	-0.013051189	0.02082499	-0.25416361	0.021489007
BR3.DVT10L4-BR3.UES4L3	34.92	-0.04457117	0.032027932	-5.2897563	0.
BR3.DVT10L4-BR3.UES5L3	44.738	0.026871609	0.061250384	2.0089568	0.011309522
BR3.DVT10L4-BR3.UES6L3	54.555	0.041744654	0.049869113	4.3609776	0.034707636
BR3.DVT10L4-BR3.UES7L3	64.373	-0.051836559	0.02680184	-3.4368476	0.02754231
BR3.DVT10L4-BR3.UES8L3	74.19	0.010531051	0.031046992	-3.5209465	0.022576151
BR3.DVT10L4-BR3.UES9L3	84.008	0.064781651	0.040695164	4.4754273	0.020210975
BR3.DVT10L4-BR3.UES10L3	93.825	-0.010436462	0.050155358	2.0483842	0.030209684
BR3.DVT10L4-BR3.UES11L3	103.643	-0.18178379	0.023570275	5.0931294	0.
BR3.DVT10L4-BR3.UES12L3	113.46	0.00018642645	0.025604557	-2.659732	0.021464301
BR3.DVT10L4-BR3.UES13L3	123.278	0.17985356	0.0659874	-4.2066681	0.022089469
BR3.DVT10L4-BR3.UES14L3	133.095	0.0044772452	0.047819392	3.6780073	0.025879453
BR3.DVT10L4-BR3.UES15L3	142.913	-0.093425762	0.017048518	2.947762	0.017520804
BR3.DVT10L4-BR3.UES16L3	152.73	-0.034971075	0.024115218	-4.7801487	0.014210152
BR3.DVT11L4-BR3.UES1L3	5.467	0.34798668	0.	-5.3610051	0.
BR3.DVT11L4-BR3.UES2L3	15.285	-0.10075239	0.18245682	-1.4128357	0.06291317
BR3.DVT11L4-BR3.UES3L3	25.103	-0.37529684	0.	6.2258797	0.
BR3.DVT11L4-BR3.UES4L3	34.92	0.089663308	0.	-0.41361654	0.
BR3.DVT11L4-BR3.UES5L3	44.738	0.29228334	0.	-5.7409656	0.
BR3.DVT11L4-BR3.UES6L3	54.555	-0.077290815	0.20662866	2.0776022	0.060730645
BR3.DVT11L4-BR3.UES7L3	64.373	-0.28593669	0.	4.9942103	0.
BR3.DVT11L4-BR3.UES8L3	74.19	0.028040821	0.15776292	-3.6736586	0.064069205
BR3.DVT11L4-BR3.UES9L3	84.008	0.26726547	0.	-4.0239769	0.
BR3.DVT11L4-BR3.UES10L3	93.825	-0.0070985275	0.2042821	4.7854527	0.
BR3.DVT11L4-BR3.UES11L3	103.643	-0.32402175	0.	2.5118242	0.
BR3.DVT11L4-BR3.UES12L3	113.46	0.022976492	0.13386728	5.389152	0.038525029
BR3.DVT11L4-BR3.UES13L3	123.278	0.25693192	0.1596884	-2.9602188	0.049297553
BR3.DVT11L4-BR3.UES14L3	133.095	-0.026919205	0.	-4.137735	0.
BR3.DVT11L4-BR3.UES15L3	142.913	-0.36914822	0.15341787	4.4328201	0.072745306
BR3.DVT11L4-BR3.UES16L3	152.73	0.057585451	0.12328338	3.0862507	0.048501865
BR3.DVT12L4-BR3.UES1L3	5.467	-0.067667919	0.16335825	3.1570991	0.033518289
BR3.DVT12L4-BR3.UES2L3	15.285	-0.006889307	0.18032458	-5.1423664	0.053068138
BR3.DVT12L4-BR3.UES3L3	25.103	-0.041938067	0.13140997	-1.5965743	0.042267587
BR3.DVT12L4-BR3.UES4L3	34.92	0.053956671	0.13634324	5.8771043	0.062813408
BR3.DVT12L4-BR3.UES5L3	44.738	0.015234477	0.17482869	-0.42735045	0.062371366
BR3.DVT12L4-BR3.UES6L3	54.555	-0.050782896	0.2009296	-5.3925409	0.056486394
BR3.DVT12L4-BR3.UES7L3	64.373	0.028729634	0.16789157	2.2218095	0.055974456
BR3.DVT12L4-BR3.UES8L3	74.19	0.051827635	0.12659122	4.9599638	0.034833517
BR3.DVT12L4-BR3.UES9L3	84.008	-0.0073900313	0.15016005	-3.6753068	0.023476334
BR3.DVT12L4-BR3.UES10L3	93.825	-0.011399305	0.176203	-3.6967976	0.058438226
BR3.DVT12L4-BR3.UES11L3	103.643	0.060452975	0.15422613	4.8594268	0.047520499
BR3.DVT12L4-BR3.UES12L3	113.46	-0.043109905	0.14402821	2.3828407	0.05556332
BR3.DVT12L4-BR3.UES13L3	123.278	-0.12456447	0.16953704	5.4686225	0.054948023
BR3.DVT12L4-BR3.UES14L3	133.095	0.082451096	0.16325697	-2.7619425	0.056974749
BR3.DVT12L4-BR3.UES15L3	142.913	0.067452442	0.12045168	-4.5443706	0.029916198
BR3.DVT12L4-BR3.UES16L3	152.73	-0.010547176	0.095568161	4.2754787	0.035343109
BR3.DVT13L4-BR3.UES1L3	5.467	-0.32399651	0.046038932	4.0407142	0.014915239
BR3.DVT13L4-BR3.UES2L3	15.285	0.10878065	0.041310968	2.7735572	0.011976311
BR3.DVT13L4-BR3.UES3L3	25.103	0.42073197	0.029450748	-5.2667084	0.031053664
BR3.DVT13L4-BR3.UES4L3	34.92	-0.055205635	0.021247366	-1.3290377	0.011311391
BR3.DVT13L4-BR3.UES5L3	44.738	-0.33601683	0.049189437	5.4427642	0.017863268
BR3.DVT13L4-BR3.UES6L3	54.555	0.12990079	0.04016499	-0.37656033	0.011647454
BR3.DVT13L4-BR3.UES7L3	64.373	0.34900807	0.034430331	-5.2406162	0.036139621
BR3.DVT13L4-BR3.UES8L3	74.19	-0.070881816	0.024039086	2.0022995	0.011719836
BR3.DVT13L4-BR3.UES9L3	84.008	-0.28374433	0.042121662	4.7612703	0.028375259
BR3.DVT13L4-BR3.UES10L3	93.825	0.05280266	0.077139182	-3.3422989	0.
BR3.DVT13L4-BR3.UES11L3	103.643	0.3223302	0.031173203	-3.6775007	0.031741831
BR3.DVT13L4-BR3.UES12L3	113.46	-0.092116698	0.017841371	4.6238901	0.014420897
BR3.DVT13L4-BR3.UES13L3	123.278	-0.26438596	0.035986731	2.2156112	0.018717826
BR3.DVT13L4-BR3.UES14L3	133.095	0.0088074738	0.	4.6054505	0.
BR3.DVT13L4-BR3.UES15L3	142.913	0.39370693	0.026179565	-2.7952258	0.020797611
BR3.DVT13L4-BR3.UES16L3	152.73	-0.021876764	0.019198224	-4.0780621	0.016624641
BR3.DVT14L1-BR3.UES1L3	5.467	-0.15521652	0.052487102	0.83316773	0.020064078
BR3.DVT14L1-BR3.UES2L3	15.285	0.00079542936	0.040849659	2.4288693	0.01540044
BR3.DVT14L1-BR3.UES3L3	25.103	0.20088815	0.030260809	-1.7291065	0.01521047
BR3.DVT14L1-BR3.UES4L3	34.92	-0.0087380864	0.030853348	-2.0411314	0.015412622
BR3.DVT14L1-BR3.UES5L3	44.738	-0.19263685	0.049906444	2.320146	0.011585737
BR3.DVT14L1-BR3.UES6L3	54.555	0.027075763	0.048279606	1.2250289	0.017244054
BR3.DVT14L1-BR3.UES7L3	64.373	0.17142499	0.046423101	-2.7014922	0.029049573
BR3.DVT14L1-BR3.UES8L3	74.19	-0.028021247	0.027414633	-0.467792	0.009383678
BR3.DVT14L1-BR3.UES9L3	84.008	-0.17165431	0.046785364	2.8759252	0.012444586
BR3.DVT14L1-BR3.UES10L3	93.825	-0.020896148	0.051248972	-0.39788588	0.026614291
BR3.DVT14L1-BR3.UES11L3	103.643	0.15357501	0.029768604	-2.7365406	0.023083796
BR3.DVT14L1-BR3.UES12L3	113.46	-0.02025649	0.034554185	1.2447989	0.013139258
BR3.DVT14L1-BR3.UES13L3	123.278	-0.15247518	0.04654661	2.3155702	0.011398788
BR3.DVT14L1-BR3.UES14L3	133.095	-0.063057983	0.046591561	2.5546902	0.021232826
BR3.DVT14L1-BR3.UES15L3	142.913	0.14484634	0.027300513	0.034747388	0.011041751
BR3.DVT14L1-BR3.UES16L3	152.73	0.034733224	0.025410759	-2.738406	0.014594349
BR3.DVT15L1-BR3.UES1L3	5.467	0.17209557	0.070927574	-3.1534963	0.017825325
BR3.DVT15L1-BR3.UES2L3	15.285	0.0026380525	0.061280752	-0.28315989	0.022245554
BR3.DVT15L1-BR3.UES3L3	25.103	-0.18463567	0.040988156	3.4715894	0.013425045
BR3.DVT15L1-BR3.UES4L3	34.92	-0.024457672	0.049186284	-0.74968212	0.015721739
BR3.DVT15L1-BR3.UES5L3	44.738	0.16948283	0.072742379	-3.039555	0.019527453
BR3.DVT15L1-BR3.UES6L3	54.555	0.020864882	0.066297609	1.6008092	0.021743398
BR3.DVT15L1-BR3.UES7L3	64.373	-0.17558157	0.047598502	2.4715065	0.018323191
BR3.DVT15L1-BR3.UES8L3	74.19	-0.029984004	0.046963646	-2.429661	0.015164842
BR3.DVT15L1-BR3.UES9L3	84.008	0.16888656	0.064414889	-1.8228106	0.0087121024
BR3.DVT15L1-BR3.UES10L3	93.825	0.054266713	0.076145364	2.8800833	0.028106908
BR3.DVT15L1-BR3.UES11L3	103.643	-0.18839369	0.064997897	0.88953498	0.014936135
BR3.DVT15L1-BR3.UES12L3	113.46	0.011367279	0.051268169	-3.2945274	0.020831931
BR3.DVT15L1-BR3.UES13L3	123.278	0.19276947	0.067020478	0.12789312	0.022665032
BR3.DVT15L1-BR3.UES14L3	133.095	-0.041738974	0.056477542	2.9935986	0.025348338
BR3.DVT15L1-BR3.UES15L3	142.913	-0.18502253	0.044271705	2.7966239	0.017570574
BR3.DVT15L1-BR3.UES16L3	152.73	-0.019001983	0.03809504	1.2671499	0.019418475
BR3.DVT16L1-BR3.UES1L3	5.467	0.033121499	0.045505267	1.4784527	0.01127741
BR3.DVT16L1-BR3.UES2L3	15.285	0.094180241	0.037986618	-2.9834751	0.020487337
BR3.DVT16L1-BR3.UES3L3	25.103	-0.1197366	0.031595145	-0.53434715	0.013645209
BR3.DVT16L1-BR3.UES4L3	34.92	-0.085497375	0.039797469	3.3189698	0.020327941
BR3.DVT16L1-BR3.UES5L3	44.738	0.12660913	0.054401959	-0.59809402	0.01014581
BR3.DVT16L1-BR3.UES6L3	54.555	0.047388147	0.048688415	-2.9272467	0.019251628
BR3.DVT16L1-BR3.UES7L3	64.373	-0.12362608	0.026166754	1.5696481	0.029336474
BR3.DVT16L1-BR3.UES8L3	74.19	-0.03538776	0.037868741	2.5932371	0.015013468
BR3.DVT16L1-BR3.UES9L3	84.008	0.12567089	0.042001199	-2.3174631	0.0096753062
BR3.DVT16L1-BR3.UES10L3	93.825	0.049450252	0.040044107	-1.8181126	0.02519675
BR3.DVT16L1-BR3.UES11L3	103.643	-0.12762842	0.034546625	2.9088176	0.024609394
BR3.DVT16L1-BR3.UES12L3	113.46	-0.055564977	0.032345466	1.0284346	0.011463936
BR3.DVT16L1-BR3.UES13L3	123.278	0.12278698	0.047268477	-3.1748505	0.016540694
BR3.DVT16L1-BR3.UES14L3	133.095	0.051338617	0.042821535	-0.01462022	0.017784188
BR3.DVT16L1-BR3.UES15L3	142.913	-0.12369289	0.032928651	3.1957296	0.010545275
BR3.DVT16L1-BR3.UES16L3	152.73	-0.13456332	0.029255706	2.5954035	0.011461201
BR.dMom-BR3.UES1L3	5.467	-1.3790833	0.012879719	-0.054427947	0.0098117615
BR.dMom-BR3.UES2L3	15.285	-1.3764254	0.01491505	0.12503407	0.0099732316
BR.dMom-BR3.UES3L3	25.103	-1.3855004	0.014767773	-0.02330565	0.018398096
BR.dMom-BR3.UES4L3	34.92	-1.3531045	0.012043303	-0.021835397	0.0080884199
BR.dMom-BR3.UES5L3	44.738	-1.4263701	0.012560712	0.04577785	0.016099966
BR.dMom-BR3.UES6L3	54.555	-1.4264902	0.012399575	0.027557911	0.011790727
BR.dMom-BR3.UES7L3	64.373	-1.2710178	0.016278114	0.014511812	0.016309434
BR.dMom-BR3.UES8L3	74.19	-1.3044626	0.013656889	0.057201426	0.0089494848
BR.dMom-BR3.UES9L3	84.008	-1.4018118	0.010069902	-0.044041575	0.010479268
BR.dMom-BR3.UES10L3	93.825	-1.3699127	0.010324962	-0.022872227	0.012203994
BR.dMom-BR3.UES11L3	103.643	-1.34447	0.018068669	0.13925193	0.0098349012
BR.dMom-BR3.UES12L3	113.46	-1.3204551	0.016345288	0.055731576	0.011690079
BR.dMom-BR3.UES13L3	123.278	-1.3875609	0.018273278	-0.16304739	0.014540178
BR.dMom-BR3.UES14L3	133.095	-1.3860095	0.011080006	0.064223267	0.0086782586
BR.dMom-BR3.UES15L3	142.913	-1.3206207	0.017203726	0.11336396	0.015559825
BR.dMom-BR3.UES16L3	152.73	-1.275387	0.010098977	-0.055875983	0.014612141
