7.52985e-09 used_c-real_b1.IP1.dat 1.60212e-09	used_c-imag_b1.IP1.dat 5.92773e-09
6.61566e-09 used_c-real_b1.IP2.dat 2.81707e-09	used_c-imag_b1.IP2.dat 3.79859e-09
1.10743e-08 used_c-real_b1.IP3.dat 1.55582e-09	used_c-imag_b1.IP3.dat 9.51853e-09
6.04449e-09 used_c-real_b1.IP4.dat 2.82949e-09	used_c-imag_b1.IP4.dat 3.215e-09
8.07928e-09 used_c-real_b1.IP5.dat 5.04172e-09	used_c-imag_b1.IP5.dat 3.03756e-09
6.33998e-09 used_c-real_b1.IP6.dat 3.5942e-09	used_c-imag_b1.IP6.dat 2.74578e-09
7.24291e-09 used_c-real_b1.IP7.dat 4.63221e-09	used_c-imag_b1.IP7.dat 2.6107e-09
1.32052e-08 used_c-real_b1.IP8.dat 5.84533e-09	used_c-imag_b1.IP8.dat 7.35989e-09
