BPMSW.1R1.B1 21.475 0.010086797299 -0.00236893105824 -0.000109341721952 -2.78059504275e-05
BPMS.2R1.B1 31.529 0.00999434304539 -0.00273284121927 -0.000112758734004 3.77505544476e-06
BPMSY.4R1.B1 58.3145 0.0096759327687 -0.00370562262318 -9.99197316983e-05 5.23911424132e-05
BPMWB.4R1.B1 151.0945 0.00934025356362 -0.00448497238416 6.00385582797e-05 9.55204461254e-05
BPMYA.4R1.B1 172.227 0.00860988659948 -0.00576412757428 9.08433134936e-05 6.69049893266e-05
BPM.5R1.B1 199.635 0.00874907795515 -0.00555058094636 0.000109940848613 2.53336419652e-05
BPMR.6R1.B1 231.535 0.00838027793535 -0.0060931318422 0.0001084554589 -3.1083721426e-05
BPM_A.7R1.B1 259.259 0.00810292265701 -0.00645739563246 7.66510844573e-05 -8.27852353478e-05
BPM.8R1.B1 300.6979894 0.00599861279199 -0.00844819261906 -6.26642375388e-05 -9.38188530855e-05
BPM.9R1.B1 339.7649788 0.00619655663508 -0.00830409536383 -6.93898226766e-05 8.89597458876e-05
BPM.10R1.B1 380.2299682 0.0089737511809 -0.00517948874819 9.97077911221e-05 5.27933726406e-05
BPM.11R1.B1 433.0126576 0.00657715385579 -0.00800602030357 3.73557459461e-05 -0.000106458123987
BPM.12R1.B1 487.7391417 0.00820836847433 -0.00632281590255 -0.000106840269525 -3.62483217752e-05
BPM.13R1.B1 541.1906258 0.00761293994373 -0.00702840375441 -4.24589048601e-05 0.000104527628804
BPM.14R1.B1 594.6421099 0.00815556221295 -0.00639078390407 0.000104997279792 4.12838379254e-05
BPM.15R1.B1 648.093594 0.00665147094967 -0.007944384689 3.8111488974e-05 -0.000106189921806
BPM.16R1.B1 701.5450781 0.00727091001785 -0.00738167877548 -0.000106610309519 -3.6919180962e-05
BPM.17R1.B1 754.9965622 0.00558048032291 -0.00873003741725 -3.36989488503e-05 0.000107671562709
BPM.18R1.B1 808.4480463 0.00626696719117 -0.00825108696633 0.000108042327572 3.24906034128e-05
BPM.19R1.B1 861.8995304 0.00441786518494 -0.00937218123744 2.92304724717e-05 -0.00010896955308
BPM.20R1.B1 915.3510145 0.00515980752639 -0.00898508209326 -0.00010929023356 -2.80076771589e-05
BPM.21R1.B1 968.8024986 0.00318257134014 -0.00986035261141 -2.47112415866e-05 0.000110082421009
BPM.22R1.B1 1022.253983 0.00396813013505 -0.00957127249807 0.000110352380481 2.34763287632e-05
BPM.23R1.B1 1075.705467 0.00189505845907 -0.0101864649103 2.01505750298e-05 -0.000111007832773
BPM.24R1.B1 1129.156951 0.00273008232505 -0.00999910180957 -0.000110934064699 -3.80985141971e-05
BPM.25R1.B1 1182.608435 0.000595288801037 -0.0103479958292 -3.4748386603e-05 0.00011202862326
BPM.26R1.B1 1236.059919 0.00142867053611 -0.0102661719733 0.000112410973251 3.34908364359e-05
BPM.27R1.B1 1289.511403 -0.000733324953986 -0.0103391305727 3.00984466942e-05 -0.000113366423298
BPM.28R1.B1 1342.962887 0.000122577279397 -0.0103633781128 -0.000113403869313 -4.80194761838e-05
BPM.29R1.B1 1396.414371 -0.00203104902091 -0.0101631427722 -4.45910009594e-05 0.000114795254188
